h	k	l	d (Å)	F(real)	F(imag)	|F|	2θ	I		M ID(λ)	Phase
5	-1	5	1.131156	35.105445	-0.148831	35.1058	85.84078	0.06831	2	1	1
15	1	-1	0.972185	-2.669113	35.862223	35.9614	104.80857	0.06735	2	1	1
7	1	5	1.029503	9.208771	34.855474	36.0514	96.87314	0.06646	2	1	1
14	0	1	0.998406	-34.139077	-11.423488	35.9996	100.98234	0.06641	2	1	1
1	-3	1	1.279809	-29.245197	8.884668	30.565	74.00986	0.06506	2	1	1
7	-3	4	0.892782	-31.095474	7.526958	31.9935	119.26596	0.0631	2	1	1
15	-1	-2	0.980564	-32.256325	12.437383	34.5711	103.54586	0.06182	2	1	1
3	-1	4	1.4574	16.426591	19.631052	25.5971	63.81395	0.06181	2	1	1
1	-3	-1	1.290426	-23.178676	-17.882384	29.2751	73.30097	0.06077	2	1	1
10	-2	4	0.901944	-24.221598	20.726842	31.8793	117.30768	0.06071	2	1	1
1	3	-1	1.290426	-26.732201	10.379423	28.6765	73.30097	0.05831	2	1	1
8	4	-1	0.873069	-19.138552	22.391551	29.4562	123.83858	0.05809	2	1	1
3	3	4	1.006048	-33.430035	3.190304	33.5819	99.93255	0.05767	2	1	1
2	2	-1	1.869029	4.087582	-17.635537	18.1031	48.67832	0.05694	2	1	1
5	3	3	1.028919	32.372665	7.332932	33.1928	96.94657	0.05633	2	1	1
5	-1	3	1.529668	-21.261295	-8.807788	23.0135	60.47308	0.05626	2	1	1
3	-3	-1	1.26205	-21.298061	19.249119	28.7078	75.23011	0.05569	2	1	1
13	-1	-5	0.998518	19.024815	25.955156	32.181	100.96666	0.05306	2	1	1
8	2	-3	1.28233	-8.070094	26.227022	27.4405	73.84017	0.05266	2	1	1
4	2	-1	1.734927	-18.338734	-4.843	18.9674	52.71792	0.05213	2	1	1
14	2	-2	0.9497	12.16549	28.241657	30.7505	108.40609	0.0506	2	1	1
1	3	1	1.279809	-21.297673	-16.388311	26.8732	74.00986	0.05029	2	1	1
10	0	-8	0.882905	25.879976	10.692032	28.0017	121.49069	0.05024	2	1	1
9	-1	-7	0.971852	-30.778468	-2.511747	30.8808	104.85962	0.04968	2	1	1
11	3	-4	0.901573	-23.090556	16.958206	28.6488	117.38513	0.04909	2	1	1
14	0	2	0.940614	-29.873934	0.531063	29.8787	109.9555	0.04849	2	1	1
3	1	4	1.4574	16.333506	-15.700907	22.6562	63.81395	0.04842	2	1	1
10	2	4	0.901944	-17.237075	-22.517193	28.3574	117.30768	0.04804	2	1	1
11	-3	-4	0.901573	-19.071646	-20.415437	27.9377	117.38513	0.04668	2	1	1
4	-2	-1	1.734927	-17.383634	3.545917	17.7416	52.71792	0.04561	2	1	1
0	-4	1	0.974313	16.107715	-24.771145	29.5477	104.48409	0.04539	2	1	1
13	-1	2	0.971757	-27.411172	8.159444	28.5998	104.87419	0.04262	2	1	1
3	3	-1	1.26205	-9.902597	-23.066298	25.1021	75.23011	0.04258	2	1	1
14	2	-4	0.914096	3.5118	-26.637356	26.8679	114.84988	0.0416	2	1	1
0	4	1	0.974313	7.108295	27.312833	28.2227	104.48409	0.04141	2	1	1
7	3	4	0.892782	-20.483892	-15.092372	25.4435	119.26596	0.03991	2	1	1
2	-4	1	0.961324	-12.489994	-23.839089	26.9129	106.50644	0.03816	2	1	1
10	0	1	1.366613	21.575245	1.205497	21.6089	68.61772	0.03775	2	1	1
13	1	-5	0.998518	16.828323	-21.271712	27.1234	100.96666	0.03769	2	1	1
12	2	2	0.942257	5.275528	25.665978	26.2026	109.67099	0.03719	2	1	1
12	2	3	0.883403	-14.560451	19.15267	24.0589	121.37569	0.03701	2	1	1
10	0	4	1.015007	25.922736	1.021681	25.9429	98.73593	0.03438	2	1	1
16	0	-2	0.949173	-24.954451	2.739908	25.1044	108.49435	0.03375	2	1	1
2	-4	-1	0.970337	0.141267	-25.242857	25.2433	105.09251	0.03325	2	1	1
14	0	-2	1.084569	-24.799973	3.821257	25.0926	90.50776	0.0332	2	1	1
10	0	-7	0.976963	-24.629153	5.039156	25.1394	104.0837	0.03278	2	1	1
1	-1	8	0.868436	-3.837722	-19.633055	20.0046	124.99563	0.02741	2	1	1
2	0	-1	6.012619	0.672628	-3.399767	3.46567	14.72116	0.02674	2	1	1
1	1	8	0.868436	-7.602641	18.219212	19.7418	124.99563	0.02669	2	1	1
15	1	-2	0.980564	-11.52872	-19.394645	22.5624	103.54586	0.02633	2	1	1
1	1	7	0.982568	-16.335319	-14.938031	22.1357	103.24967	0.02531	2	1	1
5	1	5	1.131156	19.597183	8.352956	21.3031	85.84078	0.02516	2	1	1
2	4	1	0.961324	-17.658103	12.817338	21.8195	106.50644	0.02508	2	1	1
2	4	-1	0.970337	-7.315692	20.288953	21.5676	105.09251	0.02427	2	1	1
5	1	3	1.529668	-13.881584	5.272844	14.8493	60.47308	0.02342	2	1	1
7	-1	4	1.16452	17.150464	-7.367245	18.6659	82.82433	0.02019	2	1	1
13	1	2	0.971757	-10.598793	-14.217194	17.7331	104.87419	0.01638	2	1	1
10	-2	1	1.122221	-15.85204	6.69867	17.2093	86.69215	0.01624	2	1	1
10	2	1	1.122221	-14.834456	-8.21148	16.9555	86.69215	0.01576	2	1	1
12	0	2	1.073522	-15.954431	5.042163	16.7322	91.70368	0.01463	2	1	1
9	1	-7	0.971852	-15.071213	-4.284939	15.6685	104.85962	0.01279	2	1	1
2	0	6	1.144802	-14.278678	-2.134038	14.4373	84.57708	0.01176	2	1	1
3	3	1	1.232924	-5.722682	11.935414	13.2364	77.33089	0.01128	2	1	1
12	-2	-6	0.892854	7.013042	-11.11845	13.1454	119.25026	0.01065	2	1	1
8	0	-3	1.69144	-2.496738	7.831235	8.21961	54.18247	0.0092	2	1	1
12	0	3	0.988796	9.076945	9.287813	12.9867	102.34275	0.00868	2	1	1
6	0	-8	0.93478	-12.535879	0.728411	12.557	110.98265	0.00866	2	1	1
7	1	4	1.16452	6.427959	10.331792	12.1682	82.82433	0.00858	2	1	1
2	0	7	0.990072	4.805799	11.947106	12.8775	102.15934	0.00853	2	1	1
3	-3	1	1.232924	-3.528116	-10.536911	11.1119	77.33089	0.00795	2	1	1
12	2	-6	0.892854	2.343247	10.62832	10.8836	119.25026	0.0073	2	1	1
11	-3	-1	0.949075	-10.213826	5.364235	11.5368	108.51069	0.00713	2	1	1
2	2	6	0.989358	11.059628	1.959063	11.2318	102.26195	0.00649	2	1	1
5	-3	-6	0.900669	9.380883	3.84143	10.1369	117.57461	0.00616	2	1	1
5	3	-6	0.900669	9.974417	-0.470035	9.98549	117.57461	0.00598	2	1	1
2	-2	6	0.989358	10.403421	1.529788	10.5153	102.26195	0.00569	2	1	1
11	-1	-1	1.298606	5.904355	-4.90883	7.67841	72.76482	0.00424	2	1	1
11	3	-1	0.949075	-5.157525	-7.235242	8.88531	108.51069	0.00423	2	1	1
11	1	-1	1.298606	1.04354	5.613584	5.70975	72.76482	0.00234	2	1	1
14	0	-4	1.03242	3.693635	-5.645547	6.74649	96.50871	0.00233	2	1	1
4	-4	-1	0.949998	2.444237	-6.122832	6.59268	108.35626	0.00232	2	1	1
5	-1	-6	1.182188	-4.252364	-4.579755	6.24954	81.32249	0.00232	2	1	1
5	1	-6	1.182188	-4.916186	3.221335	5.87757	81.32249	0.00205	2	1	1
4	4	-1	0.949998	3.588077	4.679704	5.89694	108.35626	0.00186	2	1	1
12	0	-6	1.002103	-5.02811	0.484344	5.05138	100.47096	0.00131	2	1	1
